352,0,0,0
708,0,1,0
1055,0,2,0
1398,0,3,0
1740,0,4,0
2082,0,5,0
2424,0,6,0
2767,0,7,0
3110,0,8,0
3452,0,9,0
3795,0,10,0
4086,1,0,0
4334,1,1,0
4577,1,2,0
4826,1,3,0
5054,1,4,0
5300,1,5,0
5545,1,6,0
5807,1,7,0
6047,1,8,0
6315,1,9,0
6560,1,10,0
6770,2,0,0
6972,2,1,0
7171,2,2,0
7383,2,3,0
7595,2,4,0
7799,2,5,0
8015,2,6,0
8218,2,7,0
8455,2,8,0
8650,2,9,0
8849,2,10,0
9050,3,0,0
9241,3,1,0
9408,3,2,0
9585,3,3,0
9762,3,4,0
9944,3,5,0
10127,3,6,0
10301,3,7,0
10472,3,8,0
10651,3,9,0
10829,3,10,0
10991,4,0,0
11153,4,1,0
11304,4,2,0
11478,4,3,0
11658,4,4,0
11829,4,5,0
12005,4,6,0
12183,4,7,0
12343,4,8,0
12521,4,9,0
12701,4,10,0
12864,5,0,0
13021,5,1,0
13178,5,2,0
13358,5,3,0
13521,5,4,0
13695,5,5,0
13863,5,6,0
14025,5,7,0
14186,5,8,0
14338,5,9,0
14498,5,10,0
14647,6,0,0
14803,6,1,0
14946,6,2,0
15102,6,3,0
15260,6,4,0
15428,6,5,0
15578,6,6,0
15734,6,7,0
15891,6,8,0
16043,6,9,0
16193,6,10,0
16342,7,0,0
16486,7,1,0
16640,7,2,0
16791,7,3,0
16951,7,4,0
17103,7,5,0
17260,7,6,0
17417,7,7,0
17585,7,8,0
17738,7,9,0
17894,7,10,0
18042,8,0,0
18203,8,1,0
18341,8,2,0
18495,8,3,0
18654,8,4,0
18816,8,5,0
18971,8,6,0
19126,8,7,0
19288,8,8,0
19449,8,9,0
19598,8,10,0
19746,9,0,0
19891,9,1,0
20039,9,2,0
20197,9,3,0
20347,9,4,0
20508,9,5,0
20673,9,6,0
20831,9,7,0
21000,9,8,0
21168,9,9,0
21321,9,10,0
21472,10,0,0
21629,10,1,0
21786,10,2,0
21946,10,3,0
22124,10,4,0
22281,10,5,0
22462,10,6,0
22631,10,7,0
22804,10,8,0
22963,10,9,0
23131,10,10,0
23271,11,0,0
23425,11,1,0
23581,11,2,0
23740,11,3,0
23899,11,4,0
24071,11,5,0
24241,11,6,0
24457,11,7,0
24644,11,8,0
24821,11,9,0
24992,11,10,0
25149,12,0,0
25311,12,1,0
25477,12,2,0
25653,12,3,0
25816,12,4,0
25983,12,5,0
26161,12,6,0
26340,12,7,0
26524,12,8,0
26701,12,9,0
26872,12,10,0
27028,13,0,0
27181,13,1,0
27346,13,2,0
27527,13,3,0
27717,13,4,0
27901,13,5,0
28087,13,6,0
28288,13,7,0
28465,13,8,0
28640,13,9,0
28839,13,10,0
28994,14,0,0
29156,14,1,0
29329,14,2,0
29489,14,3,0
29668,14,4,0
29853,14,5,0
30055,14,6,0
30279,14,7,0
30482,14,8,0
30667,14,9,0
30861,14,10,0
31018,15,0,0
31182,15,1,0
31360,15,2,0
31561,15,3,0
31761,15,4,0
31976,15,5,0
32196,15,6,0
32404,15,7,0
32605,15,8,0
32825,15,9,0
33033,15,10,0
33218,16,0,0
33399,16,1,0
33632,16,2,0
33845,16,3,0
34045,16,4,0
34270,16,5,0
34486,16,6,0
34696,16,7,0
34934,16,8,0
35162,16,9,0
35377,16,10,0
35564,17,0,0
35747,17,1,0
35950,17,2,0
36156,17,3,0
36385,17,4,0
36610,17,5,0
36849,17,6,0
37082,17,7,0
37326,17,8,0
37553,17,9,0
37774,17,10,0
37962,18,0,0
38152,18,1,0
38343,18,2,0
38553,18,3,0
38796,18,4,0
39038,18,5,0
39287,18,6,0
39547,18,7,0
39815,18,8,0
40051,18,9,0
40277,18,10,0
40466,19,0,0
40663,19,1,0
40885,19,2,0
41136,19,3,0
