1000, 1, 0
1000, 2, 0
1000, 3, 0
1000, 4, 0
1000, 5, 0
1000, 6, 0
1000, 7, 0
1000, 8, 0
1000, 9, 0
1000, 10, 0
2000, 1, 0
2000, 2, 0
2000, 3, 0
2000, 4, 0
2000, 5, 0
2000, 6, 0
2000, 7, 0
2000, 8, 0
2000, 9, 0
2000, 10, 0
3000, 1, 0
3000, 2, 0
3000, 3, 0
3000, 4, 0
3000, 5, 0
3000, 6, 0
3000, 7, 0
3000, 8, 0
3000, 9, 0
3000, 10, 0
4000, 1, 0
4000, 2, 0
4000, 3, 0
4000, 4, 0
4000, 5, 0
4000, 6, 0
4000, 7, 0
4000, 8, 2
4000, 9, 3
4000, 10, 3
5000, 1, 0
5000, 2, 0
5000, 3, 11
5000, 4, 22
5000, 5, 21
5000, 6, 19
5000, 7, 25
5000, 8, 22
5000, 9, 28
5000, 10, 24
6000, 1, 33
6000, 2, 27
6000, 3, 26
6000, 4, 27
6000, 5, 27
6000, 6, 35
6000, 7, 32
6000, 8, 25
6000, 9, 28
6000, 10, 33
7000, 1, 39
7000, 2, 41
7000, 3, 36
7000, 4, 33
7000, 5, 36
7000, 6, 39
7000, 7, 36
7000, 8, 33
7000, 9, 36
7000, 10, 33
8000, 1, 37
8000, 2, 39
8000, 3, 37
8000, 4, 41
8000, 5, 39
8000, 6, 37
8000, 7, 38
8000, 8, 40
8000, 9, 43
8000, 10, 43
9000, 1, 46
9000, 2, 44
9000, 3, 48
9000, 4, 46
9000, 5, 43
9000, 6, 44
9000, 7, 45
9000, 8, 44
9000, 9, 50
9000, 10, 43
