200, 10, 0
201, 10, 0
202, 10, 0
203, 10, 0
204, 10, 0
205, 10, 0
206, 10, 0
207, 10, 0
208, 10, 0
209, 10, 0
210, 10, 0
211, 10, 0
212, 10, 0
213, 10, 0
214, 10, 0
215, 10, 0
216, 10, 0
217, 10, 0
218, 10, 0
219, 10, 0
220, 10, 0
221, 10, 0
222, 10, 0
223, 10, 0
224, 10, 0
225, 10, 0
226, 10, 0
227, 10, 0
228, 10, 0
229, 10, 0
230, 10, 0
231, 10, 0
232, 10, 0
233, 10, 0
234, 10, 0
235, 10, 0
236, 10, 0
237, 10, 0
238, 10, 0
239, 10, 0
240, 10, 0
241, 10, 0
242, 10, 0
243, 10, 0
244, 10, 0
245, 10, 0
246, 10, 0
247, 10, 0
248, 10, 0
249, 10, 0
250, 10, 0
251, 10, 0
252, 10, 0
253, 10, 0
254, 10, 0
255, 10, 0
256, 10, 0
257, 10, 0
258, 10, 0
259, 10, 0
260, 10, 0
261, 10, 0
262, 10, 0
263, 10, 0
264, 10, 0
265, 10, 1
266, 10, 0
267, 10, 0
268, 10, 0
269, 10, 0
270, 10, 0
271, 10, 0
272, 10, 0
273, 10, 0
274, 10, 0
275, 10, 0
276, 10, 0
277, 10, 0
278, 10, 0
279, 10, 0
280, 10, 1
281, 10, 1
282, 10, 0
283, 10, 0
284, 10, 0
285, 10, 0
286, 10, 1
287, 10, 1
288, 10, 0
289, 10, 0
290, 10, 0
291, 10, 0
292, 10, 0
293, 10, 0
294, 10, 1
295, 10, 0
296, 10, 0
297, 10, 2
298, 10, 0
299, 10, 1
300, 10, 3
301, 10, 1
302, 10, 1
303, 10, 0
304, 10, 1
305, 10, 0
306, 10, 3
307, 10, 0
308, 10, 3
309, 10, 1
310, 10, 2
311, 10, 1
312, 10, 4
313, 10, 5
314, 10, 3
315, 10, 1
316, 10, 4
317, 10, 6
318, 10, 7
319, 10, 2
320, 10, 7
321, 10, 4
322, 10, 3
323, 10, 7
324, 10, 7
325, 10, 7
326, 10, 6
327, 10, 6
328, 10, 10
329, 10, 7
330, 10, 11
331, 10, 8
332, 10, 9
333, 10, 10
334, 10, 13
335, 10, 12
336, 10, 11
337, 10, 12
338, 10, 12
339, 10, 9
340, 10, 11
341, 10, 9
342, 10, 11
343, 10, 11
344, 10, 19
345, 10, 20
346, 10, 20
347, 10, 20
348, 10, 13
349, 10, 21
350, 10, 21
351, 10, 26
352, 10, 17
353, 10, 22
354, 10, 20
355, 10, 23
356, 10, 26
357, 10, 29
358, 10, 30
359, 10, 23
360, 10, 31
361, 10, 20
362, 10, 20
363, 10, 30
364, 10, 30
365, 10, 35
366, 10, 35
367, 10, 35
368, 10, 34
369, 10, 28
370, 10, 43
371, 10, 41
372, 10, 40
373, 10, 42
374, 10, 41
375, 10, 41
376, 10, 35
377, 10, 46
378, 10, 36
379, 10, 38
380, 10, 43
381, 10, 49
382, 10, 41
383, 10, 45
384, 10, 46
385, 10, 52
386, 10, 47
387, 10, 54
388, 10, 40
389, 10, 58
390, 10, 45
391, 10, 40
392, 10, 50
393, 10, 50
394, 10, 39
395, 10, 57
396, 10, 55
397, 10, 46
398, 10, 51
399, 10, 51
400, 10, 56
401, 10, 50
402, 10, 54
403, 10, 38
404, 10, 55
405, 10, 58
406, 10, 64
407, 10, 57
408, 10, 60
409, 10, 64
410, 10, 64
411, 10, 52
412, 10, 53
413, 10, 55
414, 10, 65
415, 10, 58
416, 10, 67
417, 10, 69
418, 10, 62
419, 10, 69
420, 10, 63
421, 10, 69
422, 10, 67
423, 10, 57
424, 10, 59
425, 10, 73
426, 10, 63
427, 10, 69
428, 10, 64
429, 10, 68
430, 10, 52
431, 10, 64
432, 10, 63
433, 10, 68
434, 10, 65
435, 10, 60
436, 10, 64
437, 10, 70
438, 10, 79
439, 10, 64
440, 10, 66
441, 10, 64
442, 10, 64
443, 10, 73
444, 10, 64
445, 10, 74
446, 10, 64
447, 10, 66
448, 10, 67
449, 10, 67
450, 10, 63
