515,0,0,0
1043,0,1,0
1561,0,2,0
2255,0,3,0
2983,0,4,0
3537,0,5,0
4058,0,6,0
4595,0,7,0
5405,0,8,0
5982,0,9,0
6643,0,10,0
7216,1,0,0
7640,1,1,0
8042,1,2,0
8396,1,3,0
8701,1,4,0
9001,1,5,0
9307,1,6,0
9614,1,7,0
9909,1,8,0
10213,1,9,0
10525,1,10,0
10813,2,0,0
11084,2,1,0
11404,2,2,0
11655,2,3,0
11919,2,4,0
12199,2,5,0
12459,2,6,0
12713,2,7,0
12988,2,8,0
13245,2,9,0
13500,2,10,0
13779,3,0,0
14025,3,1,0
14277,3,2,0
14612,3,3,0
14956,3,4,0
15191,3,5,0
15454,3,6,0
15705,3,7,0
15955,3,8,0
16226,3,9,0
16457,3,10,0
16694,4,0,0
16905,4,1,0
17142,4,2,0
17356,4,3,0
17605,4,4,0
17840,4,5,0
18053,4,6,0
18270,4,7,0
18489,4,8,0
18711,4,9,0
18930,4,10,0
19141,5,0,0
19344,5,1,0
19571,5,2,0
19789,5,3,0
19995,5,4,0
20213,5,5,0
20452,5,6,0
20694,5,7,0
20911,5,8,0
21163,5,9,0
21439,5,10,0
21813,6,0,0
22166,6,1,0
22389,6,2,0
22602,6,3,0
22853,6,4,0
23102,6,5,0
23304,6,6,0
23513,6,7,0
23700,6,8,0
23907,6,9,0
24106,6,10,0
24312,7,0,0
24499,7,1,0
24711,7,2,0
24916,7,3,0
25106,7,4,0
25298,7,5,0
25481,7,6,0
25669,7,7,0
25850,7,8,0
26042,7,9,0
26228,7,10,0
26543,8,0,0
26826,8,1,0
27088,8,2,0
27460,8,3,0
27705,8,4,0
28032,8,5,0
28931,8,6,0
29254,8,7,0
29558,8,8,0
29820,8,9,0
30116,8,10,0
30428,9,0,0
30688,9,1,0
30961,9,2,0
31303,9,3,0
31659,9,4,0
31977,9,5,0
32252,9,6,0
32534,9,7,0
32824,9,8,0
33099,9,9,0
33365,9,10,0
33641,10,0,0
33888,10,1,0
34331,10,2,0
34518,10,3,0
34707,10,4,0
34898,10,5,0
35065,10,6,0
35239,10,7,0
35427,10,8,0
35662,10,9,0
35938,10,10,0
36209,11,0,0
36443,11,1,0
36674,11,2,0
36938,11,3,0
37209,11,4,0
37467,11,5,0
37736,11,6,0
38020,11,7,0
38372,11,8,0
38659,11,9,0
38948,11,10,0
39238,12,0,0
39501,12,1,0
39723,12,2,0
40107,12,3,0
40375,12,4,0
40637,12,5,0
40895,12,6,0
41160,12,7,0
41440,12,8,0
41735,12,9,0
42021,12,10,0
42297,13,0,0
42577,13,1,0
42861,13,2,0
43101,13,3,0
43366,13,4,0
43630,13,5,0
43933,13,6,0
44219,13,7,0
44678,13,8,0
44969,13,9,0
45220,13,10,0
45573,14,0,0
45854,14,1,0
46164,14,2,0
46440,14,3,0
46719,14,4,0
46969,14,5,0
47237,14,6,0
47453,14,7,0
47755,14,8,0
48004,14,9,0
48278,14,10,0
48539,15,0,0
48839,15,1,0
49026,15,2,0
49203,15,3,0
49394,15,4,0
49652,15,5,0
49951,15,6,0
50154,15,7,0
50346,15,8,0
50526,15,9,0
50706,15,10,0
50922,16,0,0
51106,16,1,0
51281,16,2,0
51461,16,3,0
51647,16,4,0
51842,16,5,0
52028,16,6,0
52209,16,7,0
52385,16,8,0
52562,16,9,0
52743,16,10,0
52928,17,0,0
53088,17,1,0
53251,17,2,0
53424,17,3,0
