354,0,0,0
714,0,1,0
1060,0,2,0
1404,0,3,0
1747,0,4,0
2093,0,5,0
2437,0,6,0
2782,0,7,0
3127,0,8,0
3471,0,9,0
3815,0,10,0
4183,1,0,0
4520,1,1,0
4857,1,2,0
5201,1,3,0
5544,1,4,0
5890,1,5,0
6233,1,6,0
6574,1,7,0
6915,1,8,0
7259,1,9,0
7598,1,10,0
7944,2,0,0
8283,2,1,0
8617,2,2,0
8960,2,3,0
9352,2,4,0
9697,2,5,0
10044,2,6,0
10480,2,7,0
10817,2,8,0
11150,2,9,0
11494,2,10,0
11846,3,0,0
12179,3,1,0
12509,3,2,0
12854,3,3,0
13194,3,4,0
13537,3,5,0
13875,3,6,0
14214,3,7,0
14543,3,8,0
14881,3,9,0
15213,3,10,0
15551,4,0,0
15886,4,1,0
16223,4,2,0
16547,4,3,0
16873,4,4,0
17207,4,5,0
17536,4,6,0
17869,4,7,0
18195,4,8,0
18524,4,9,0
18850,4,10,0
19176,5,0,0
19508,5,1,0
19829,5,2,0
20166,5,3,0
20494,5,4,0
20828,5,5,0
21165,5,6,0
21480,5,7,0
21810,5,8,0
22175,5,9,0
22548,5,10,0
22906,6,0,0
23247,6,1,0
23566,6,2,0
23892,6,3,0
24222,6,4,0
24552,6,5,0
24886,6,6,0
25219,6,7,0
25544,6,8,0
25877,6,9,0
26194,6,10,0
26524,7,0,0
26863,7,1,0
27191,7,2,0
27511,7,3,0
27834,7,4,0
28237,7,5,0
28571,7,6,0
28900,7,7,0
29252,7,8,0
29581,7,9,0
29914,7,10,0
30253,8,0,0
30572,8,1,0
30903,8,2,0
31239,8,3,0
31546,8,4,0
31874,8,5,0
32198,8,6,0
32511,8,7,0
32840,8,8,0
33160,8,9,0
33478,8,10,0
33795,9,0,0
34116,9,1,0
34425,9,2,0
34746,9,3,0
35074,9,4,0
35403,9,5,0
35720,9,6,0
36033,9,7,0
36344,9,8,0
36656,9,9,0
36965,9,10,0
37285,10,0,0
37605,10,1,0
37928,10,2,0
38246,10,3,0
38592,10,4,0
38916,10,5,0
39249,10,6,0
39572,10,7,0
39888,10,8,0
40209,10,9,0
40515,10,10,0
40833,11,0,0
41149,11,1,0
41482,11,2,0
41794,11,3,0
42101,11,4,0
42441,11,5,0
42749,11,6,0
43110,11,7,0
43448,11,8,0
43799,11,9,0
